x,y
0.0,0.1395129474882506
0.001001001001001001,0.2084303835431267
0.002002002002002002,0.27709501305736306
0.003003003003003003,0.34542265136578587
0.004004004004004004,0.413329536722171
0.005005005005005005,0.48073243618840966
0.006006006006006006,0.5475487508402217
0.007007007007007007,0.6136966201527768
0.008008008008008008,0.6790950254306688
0.009009009009009009,0.7436638921479519
0.01001001001001001,0.807324191065397
0.011011011011011011,0.8699980379937412
0.012012012012012012,0.9316087920735061
0.013013013013013013,0.9920811524439175
0.014014014014014014,1.0513412531756061
0.015015015015015015,1.109316756344062
0.016016016016016016,1.1659369431232873
0.017017017017017015,1.2211328027817132
0.018018018018018018,1.274837119465229
0.01901901901901902,1.3269845566551113
0.02002002002002002,1.377511739191711
0.02102102102102102,1.426357332757999
0.022022022022022022,1.4734621207204248
0.023023023023023025,1.5187690782280527
0.024024024024024024,1.5622234434745703
0.025025025025025023,1.603772786031528
0.026026026026026026,1.6433670721650375
0.02702702702702703,1.6809587270521658
0.028028028028028028,1.7165026938173582
0.029029029029029027,1.7499564893134383
0.03003003003003003,1.7812802565760384
0.031031031031031032,1.8104368138847173
0.03203203203203203,1.8373917003685198
0.03303303303303303,1.862113218098286
0.03403403403403403,1.884572470612682
0.035035035035035036,1.904743397829624
0.036036036036036036,1.9226028072995547
0.037037037037037035,1.9381304017618568
0.03803803803803804,1.951308802970572
0.03903903903903904,1.962123571760519
0.04004004004004004,1.9705632243298674
0.04104104104104104,1.9766192447202082
0.04204204204204204,1.980286093480185
0.043043043043043044,1.9815612125037654
0.044044044044044044,1.980445026039288
0.04504504504504504,1.9769409378704434
0.04604604604604605,1.9710553246754006
0.04704704704704705,1.9627975255753052
0.04804804804804805,1.9521798278883875
0.04904904904904905,1.939217449110905
0.050050050050050046,1.9239285151510925
0.05105105105105105,1.906334034847208
0.05205205205205205,1.886457870805639
0.05305305305305305,1.864326706599839
0.05405405405405406,1.8399700103756504
0.055055055055055056,1.813419994913239
0.056056056056056056,1.7847115742005175
0.057057057057057055,1.7538823165774797
0.058058058058058054,1.72097239451533
0.05905905905905906,1.6860245310986874
0.06006006006006006,1.649083943283426
0.06106106106106106,1.6101982820068934
0.062062062062062065,1.569417569231351
0.06306306306306306,1.5267941320054321
0.06406406406406406,1.4823825336322782
0.06506506506506507,1.436239502036764
0.06606606606606606,1.3884238554277961
0.06706706706706707,1.3389964253551812
0.06806806806806806,1.288019977263897
0.06906906906906907,1.2355591286517749
0.07007007007007007,1.1816802649397125
0.07107107107107107,1.1264514531663914
0.07207207207207207,1.069942353622275
0.07307307307307308,1.0122241295402525
0.07407407407407407,0.9533693549627316
0.07507507507507508,0.8934519209072748
0.07607607607607608,0.832546939955005
0.07707707707707707,0.7707306493879257
0.07807807807807808,0.7080803130031108
0.07907907907907907,0.6446741217333266
0.08008008008008008,0.5805910932050492
0.08108108108108109,0.5159109703661543
0.08208208208208208,0.4507141193165824
0.08308308308308308,0.3850814264762198
0.08408408408408408,0.3190941952249492
0.08508508508508508,0.2528340421503492
0.08608608608608609,0.18638279303890873
0.08708708708708708,0.11982237874677423
0.08808808808808809,0.05323473108605628
0.0890890890890891,-0.013298321137454161
0.09009009009009009,-0.07969515579970085
0.09109109109109109,-0.14587446071198196
0.0920920920920921,-0.21175533631855306
0.09309309309309309,-0.27725739770495295
0.0940940940940941,-0.34230087578481844
0.09509509509509509,-0.4068067175342332
0.0960960960960961,-0.47069668514410085
0.0970970970970971,-0.5338934539626053
0.0980980980980981,-0.5963207091016188
0.0990990990990991,-0.6579032405828475
0.10010010010010009,-0.7185670369015859
0.1011011011011011,-0.7782393768882602
0.1021021021021021,-0.8368489197503032
0.1031031031031031,-0.8943257931795244
0.1041041041041041,-0.9506016794128431
0.10510510510510511,-1.0056098991371019
0.1061061061061061,-1.0592854931317444
0.10710710710710711,-1.1115653015462377
0.10810810810810811,-1.162388040712433
0.1091091091091091,-1.2116943773954636
0.11011011011011011,-1.2594270003903327
0.1111111111111111,-1.3055306893749665
0.11211211211211211,-1.3499523809343297
0.11311311311311312,-1.3926412316740255
0.11411411411411411,-1.433548678345849
0.11511511511511512,-1.472628494911791
0.11611611611611611,-1.5098368464771945
0.11711711711711711,-1.5451323400280383
0.11811811811811812,-1.5784760719116262
0.11911911911911911,-1.6098316720044314
0.12012012012012012,-1.6391653445152912
0.12112112112112113,-1.666445905376717
0.12212212212212212,-1.691644816181693
0.12312312312312312,-1.7147362146279885
0.12412412412412413,-1.7356969414367098
0.12512512512512514,-1.754506563716563
0.12612612612612611,-1.7711473947500602
0.12712712712712712,-1.785604510182704
0.12812812812812813,-1.7978657606009887
0.12912912912912913,-1.8079217804898893
0.13013013013013014,-1.81576599356533
0.13113113113113112,-1.8213946144819524
0.13213213213213212,-1.8248066469213269
0.13313313313313313,-1.8260038780705425
0.13413413413413414,-1.8249908695059083
0.13513513513513514,-1.821774944501239
0.13613613613613612,-1.816366171784928
0.13713713713713713,-1.8087773457746827
0.13813813813813813,-1.7990239633234357
0.13913913913913914,-1.7871241970145282
0.14014014014014015,-1.7730988650487678
0.14114114114114115,-1.7569713977704347
0.14214214214214213,-1.7387678008836929
0.14314314314314314,-1.718516615415148
0.14414414414414414,-1.696248874482563
0.14514514514514515,-1.6719980569338202
0.14614614614614616,-1.6458000379243198
0.14714714714714713,-1.6176930365049005
0.14814814814814814,-1.5877175602962357
0.14914914914914915,-1.5559163473293829
0.15015015015015015,-1.5223343051357596
0.15115115115115116,-1.4870184471733479
0.15215215215215216,-1.450017826679269
0.15315315315315314,-1.4113834680421462
0.15415415415415415,-1.371168295790746
0.15515515515515516,-1.3294270612984143
0.15615615615615616,-1.2862162673056106
0.15715715715715717,-1.2415940903655618
0.15815815815815815,-1.195620301320614
0.15915915915915915,-1.1483561839192047
0.16016016016016016,-1.0998644516856975
0.16116116116116116,-1.0502091631573287
0.16216216216216217,-0.9994556356044796
0.16316316316316315,-0.9476703573522773
0.16416416416416416,-0.8949208988230557
0.16516516516516516,-0.8412758224207467
0.16616616616616617,-0.7868045913794334
0.16716716716716717,-0.731577477699492
0.16816816816816815,-0.6756654692956321
0.16916916916916916,-0.6191401764818997
0.17017017017017017,-0.5620737379193653
0.17117117117117117,-0.5045387261525327
0.17217217217217218,-0.4466080528608691
0.17317317317317318,-0.388354873951832
0.17417417417417416,-0.32985249462175154
0.17517517517517517,-0.27117427451060366
0.17617617617617617,-0.21239353307631453
0.17717717717717718,-0.15358345531360024
0.1781781781781782,-0.09481699794158216
0.17917917917917917,-0.03616679618349561
0.18018018018018017,0.022294928739352682
0.18118118118118118,0.08049646127840182
0.18218218218218218,0.1383666822739935
0.1831831831831832,0.19583515859894246
0.1841841841841842,0.25283223161336693
0.18518518518518517,0.3092891043165481
0.18618618618618618,0.36513792708361564
0.1871871871871872,0.4203118818770504
0.1881881881881882,0.4747452648253966
0.1891891891891892,0.5283735670639749
0.19019019019019018,0.5811335537351006
0.19119119119119118,0.632963341048008
0.1921921921921922,0.6838024713015899
0.1931931931931932,0.73359198577609
0.1941941941941942,0.7822744954029884
0.19519519519519518,0.8297942491255998
0.1961961961961962,0.876097199866243
0.1971971971971972,0.9211310680193235
0.1981981981981982,0.9648454023932301
0.1991991991991992,1.0071916385276314
0.20020020020020018,1.0481231543164877
0.2012012012012012,1.0875953228709703
0.2022022022022022,1.1255655625603675
0.2032032032032032,1.1619933841730994
0.2042042042042042,1.1968404351439963
0.20520520520520522,1.2300705407981418
0.2062062062062062,1.261649742565779
0.2072072072072072,1.2915463331269996
0.2082082082082082,1.3197308884492438
0.2092092092092092,1.346176296684957
0.21021021021021022,1.3708577839011082
0.2112112112112112,1.3937529366166606
0.2122122122122122,1.414841721128512
0.2132132132132132,1.4341064996108193
0.21421421421421422,1.4515320429770888
0.21521521521521522,1.467105540498812
0.21621621621621623,1.4808166061789096
0.2172172172172172,1.4926572818826198
0.2182182182182182,1.5026220372329138
0.21921921921921922,1.5107077662818922
0.22022022022022023,1.5169137809739799
0.22122122122122123,1.5212418014210698
0.2222222222222222,1.5236959430140393
0.22322322322322322,1.5242827003993198
0.22422422422422422,1.523010928353385
0.22522522522522523,1.5198918195921567
0.22622622622622623,1.5149388795564005
0.2272272272272272,1.508167898218196
0.22822822822822822,1.4995969189574732
0.22922922922922923,1.4892462045614951
0.23023023023023023,1.477138200403901
0.23123123123123124,1.4632974948636215
0.23223223223223222,1.4477507770475802
0.23323323323323322,1.4305267918845264
0.23423423423423423,1.4116562926608136
0.23523523523523523,1.3911719910721352
0.23623623623623624,1.3691085048684362
0.23723723723723725,1.345502303172282
0.23823823823823823,1.3203916495538457
0.23923923923923923,1.2938165429485236
0.24024024024024024,1.2658186565058682
0.24124124124124124,1.236441274461025
0.24224224224224225,1.2057292271223565
0.24324324324324323,1.1737288240711266
0.24424424424424424,1.1404877856713105
0.24524524524524524,1.106055172989593
0.24624624624624625,1.0704813162274092
0.24724724724724725,1.0338177417686691
0.24824824824824826,0.99611709794828
0.24924924924924924,0.9574330796480373
0.2502502502502503,0.9178203518276733
0.25125125125125125,0.8773344720999857
0.25225225225225223,0.8360318124598385
0.25325325325325326,0.7939694802777012
